STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,lst_summer_mean,lst_winter_mean,ndvi_mean,impervious_mean,tract_area_ft2,road_len_ft,road_density,tri_release_total,tri_facility_count,ndvi_bad,tri_release_log,z_lst_summer_mean,z_ndvi_bad,z_impervious_mean,z_road_density,z_tri_release_log,env_exposure_index,exposure_percentile
17,031,530100,17031530100,5301,Census Tract 5301,G5020,S,649937,0,+41.6818522,-087.6179395,32.43537525780886,-2.230063237793044,0.4232524191123266,66.46324549237171,6996091.362013047,0.0,0.0,0.0,0.0,-0.4232524191123266,0.0,0.3070853727788139,-1.2748496988547449,-0.4164255673054701,-0.044196899245599004,-0.2145822903725478,-0.1993328624798601,0.28083028083028083
17,031,825700,17031825700,8257,Census Tract 8257,G5020,S,4804119,220107,+41.6394802,-087.5449604,27.26341911545623,-0.7648684757423934,0.1859042542438457,64.0,46153.246117729606,0.0,0.0,0.0,0.0,-0.1859042542438457,0.0,-2.14621933372026,1.4172106095085786,-0.6222749067453555,-0.044196899245599004,-0.2145822903725478,-0.5018826679891988,0.09157509157509157
17,031,540101,17031540101,5401.01,Census Tract 5401.01,G5020,S,3357305,508399,+41.6507203,-087.5993689,29.717281888651986,-1.9558101161686707,0.5068522009478744,32.348174993528346,37344709.64086647,8887.065210912026,0.0002379738735787859,0.0,0.0,-0.5068522009478744,0.0,-0.9822355479170037,-2.223058650004711,-3.267365414299941,-0.04180854842404147,-0.2145822903725478,-0.9959596047164797,0.018315018315018316
17,031,550200,17031550200,5502,Census Tract 5502,G5020,S,5093938,283388,+41.6550974,-087.5648270,31.185066022426252,-1.8697899522039785,0.4130465391598448,42.74331641285956,57750662.26486182,19479.21150587658,0.00033729849566986933,0.0,0.0,-0.4130465391598448,0.0,-0.2859957453352515,-1.15909213929147,-2.3986606907227523,-0.04081170772382236,-0.2145822903725478,-0.5800665396096832,0.0757020757020757
17,031,550100,17031550100,5501,Census Tract 5501,G5020,S,7189486,1132186,+41.6631813,-087.5359785,30.156137842933962,-2.2166980371111507,0.37417101164490785,31.94635099913119,88975104.10620269,0.0,0.0,244.0,1.0,-0.37417101164490785,5.501258210544727,-0.7740653027560755,-0.7181565009323551,-3.3009451789128903,-0.044196899245599004,2.673192905015183,-0.03865503422727867,0.49694749694749696
17,031,540102,17031540102,5401.02,Census Tract 5401.02,G5020,S,5297055,0,+41.6673300,-087.6054488,31.769101775709846,-2.3498421028967726,0.402718641911472,59.858163265306125,56861153.756282,24804.77867071818,0.0004362341780301592,4237.9,1.0,-0.402718641911472,8.352059080604928,-0.008959818723041196,-1.0419506300381518,-0.9684013316367998,-0.03981877049633161,4.169663662153928,0.7789272730242699,0.9584859584859585
17,031,838800,17031838800,8388,Census Tract 8388,G5020,S,17863256,3802983,+41.6834042,-087.5740611,29.794282654163258,-2.5547411030586025,0.3472244017652617,40.095900074694995,233223913.5420645,59003.56615683611,0.0002529910645127485,561494.956,7.0,-0.3472244017652617,13.238359850997567,-0.9457104237215566,-0.4125215323951295,-2.6199008822185736,-0.04165783305447069,6.73462927945525,1.0577624538430928,0.9658119658119658
17,031,491400,17031491400,4914,Census Tract 4914,G5020,S,829869,0,+41.6891232,-087.6168215,32.89373651607349,-2.55538802360356,0.3751244516134291,66.93326157158235,8932919.142736955,0.0,0.0,0.0,0.0,-0.3751244516134291,0.0,0.524507911026778,-0.7289706477242022,-0.37714710329071316,-0.044196899245599004,-0.2145822903725478,-0.07183253852470663,0.4517704517704518
17,031,500300,17031500300,5003,Census Tract 5003,G5020,S,709172,0,+41.6893150,-087.6053698,34.127667428307944,-2.1162019527868376,0.32659260054621864,71.50573248407643,7633725.340954483,4888.717649803214,0.0006404104721420268,0.0,0.0,-0.32659260054621864,0.0,1.1098200117404677,-0.1785106514489685,0.00496670544652849,-0.03776961857704241,-0.2145822903725478,0.19267403244741432,0.7496947496947497
17,031,750500,17031750500,7505,Census Tract 7505,G5020,S,2636170,0,+41.6846154,-087.6712334,32.71723280522334,-1.7187148404960428,0.42543017093860963,58.62444368366997,28324499.583118644,12864.266685607265,0.0004541745441206081,0.0,0.0,-0.42543017093860963,0.0,0.44078380884476487,-1.2995502869391353,-1.0715012304168154,-0.039638717587805156,-0.2145822903725478,-0.24974073944839087,0.23321123321123322
17,031,750200,17031750200,7502,Census Tract 7502,G5020,S,1311132,0,+41.6956647,-087.6714247,29.74265221351377,-2.2769610326327747,0.5249617120912765,46.29637234770705,14113215.0456539,0.0,0.0,0.0,0.0,-0.5249617120912765,0.0,-0.9702011965660431,-2.428461106686988,-2.101737700526958,-0.044196899245599004,-0.2145822903725478,-0.8735199474477908,0.02564102564102564
17,031,720700,17031720700,7207,Census Tract 7207,G5020,S,1049859,0,+41.7031071,-087.6651388,31.539482010735725,-1.9885835784957515,0.5448716170163059,45.486301369863014,11300834.522250028,0.0,0.0,0.0,0.0,-0.5448716170163059,0.0,-0.11787939085614421,-2.654284065215693,-2.1694339882924383,-0.044196899245599004,-0.2145822903725478,-0.6971294018070892,0.050061050061050064
17,031,720200,17031720200,7202,Census Tract 7202,G5020,S,1672473,0,+41.7130417,-087.6660545,30.96866348420308,-2.52616498670399,0.5346362803297169,45.855841371918544,18002711.523350935,14570.850053980226,0.0008093697460563474,0.0,0.0,-0.5346362803297169,0.0,-0.388645758388099,-2.5381924002476084,-2.1385521433625194,-0.036073911335762265,-0.2145822903725478,-0.7444185579753683,0.0463980463980464
17,031,730400,17031730400,7304,Census Tract 7304,G5020,S,1285204,0,+41.7178408,-087.6526479,34.3993757735712,-1.6142951517860153,0.41367077012170245,60.291228070175436,13834169.036737572,39341.76885233352,0.0028438114893535554,0.0,0.0,-0.41367077012170245,0.0,1.2387041986675065,-1.1661723178831165,-0.9322108243190833,-0.015655869069428424,-0.2145822903725478,-0.010181382968892413,0.5335775335775336
17,031,730300,17031730300,7303,Census Tract 7303,G5020,S,297371,0,+41.7274693,-087.6645667,30.157374881496715,-1.346158890599879,0.33234256810843316,69.20180722891567,3200943.6896276246,650.394571420557,0.00020318838270354556,0.0,0.0,-0.33234256810843316,0.0,-0.7734785165489633,-0.24372817464823857,-0.18756850607113248,-0.042157662192123475,-0.2145822903725478,-0.31146670236833,0.19047619047619047
17,031,750600,17031750600,7506,Census Tract 7506,G5020,S,1316350,0,+41.6886312,-087.6520493,33.25580626824252,-1.7380723575207824,0.45319297217093674,58.133287764866715,14169366.847942105,8542.509114911298,0.0006028857327631385,0.0,0.0,-0.45319297217093674,0.0,0.6962548096138161,-1.6144426952623365,-1.112546315756764,-0.03814622396139201,-0.2145822903725478,-0.2299920525574185,0.25518925518925517
17,031,491200,17031491200,4912,Census Tract 4912,G5020,S,649492,0,+41.6887765,-087.6374383,33.6987611775014,-1.4537803071606152,0.43352342963145507,61.9875173370319,6991318.598536924,5302.720716185111,0.0007584721882499838,0.0,0.0,-0.43352342963145507,0.0,0.9063693840110691,-1.3913459850621797,-0.7904547443170179,-0.03658472885608076,-0.2145822903725478,-0.10892449997678955,0.4004884004884005
