STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,lst_summer_mean,lst_winter_mean,ndvi_mean,impervious_mean,tract_area_ft2,road_len_ft,road_density,tri_release_total,tri_facility_count
17,031,821200,17031821200,8212,Census Tract 8212,G5020,S,2943051,0,+41.6683914,-087.6722979,,,,,5530.102034076207,0.0,0.0,0.0,0.0
17,031,821401,17031821401,8214.01,Census Tract 8214.01,G5020,S,853996,0,+41.6662102,-087.6578736,,,,,0.36853450694595713,0.0,0.0,0.0,0.0
17,031,750500,17031750500,7505,Census Tract 7505,G5020,S,2636170,0,+41.6846154,-087.6712334,32.71723280522334,-1.7187148404960428,0.42543017093860963,58.62444368366997,28324499.583118644,12864.266685607265,0.0004541745441206081,0.0,0.0
17,031,750200,17031750200,7502,Census Tract 7502,G5020,S,1311132,0,+41.6956647,-087.6714247,29.74265221351377,-2.2769610326327747,0.5249617120912765,46.29637234770705,14113215.0456539,0.0,0.0,0.0,0.0
17,031,720700,17031720700,7207,Census Tract 7207,G5020,S,1049859,0,+41.7031071,-087.6651388,31.539482010735725,-1.9885835784957515,0.5448716170163059,45.486301369863014,11300834.522250028,0.0,0.0,0.0,0.0
17,031,720200,17031720200,7202,Census Tract 7202,G5020,S,1672473,0,+41.7130417,-087.6660545,30.96866348420308,-2.52616498670399,0.5346362803297169,45.855841371918544,18002711.523350935,14570.850053980226,0.0008093697460563474,0.0,0.0
17,031,730400,17031730400,7304,Census Tract 7304,G5020,S,1285204,0,+41.7178408,-087.6526479,34.3993757735712,-1.6142951517860153,0.41367077012170245,60.291228070175436,13834169.036737572,39341.76885233352,0.0028438114893535554,0.0,0.0
17,031,730300,17031730300,7303,Census Tract 7303,G5020,S,297371,0,+41.7274693,-087.6645667,30.157374881496715,-1.346158890599879,0.33234256810843316,69.20180722891567,3200943.6896276246,650.394571420557,0.00020318838270354556,0.0,0.0
17,031,750600,17031750600,7506,Census Tract 7506,G5020,S,1316350,0,+41.6886312,-087.6520493,33.25580626824252,-1.7380723575207824,0.45319297217093674,58.133287764866715,14169366.847942105,8542.509114911298,0.0006028857327631385,0.0,0.0
17,031,491200,17031491200,4912,Census Tract 4912,G5020,S,649492,0,+41.6887765,-087.6374383,33.6987611775014,-1.4537803071606152,0.43352342963145507,61.9875173370319,6991318.598536924,5302.720716185111,0.0007584721882499838,0.0,0.0
17,031,491300,17031491300,4913,Census Tract 4913,G5020,S,646033,0,+41.6888969,-087.6278036,32.30553583803934,-2.0143071247937385,0.47359719343166456,60.93854748603352,6954021.959427664,0.0,0.0,0.0,0.0
17,031,750100,17031750100,7501,Census Tract 7501,G5020,S,1285527,0,+41.6958345,-087.6520283,33.584754006743076,-1.7509963057741391,0.44110080731365586,60.73370707778557,13837643.586323893,15242.096628283109,0.0011014951016188389,0.0,0.0
17,031,491100,17031491100,4911,Census Tract 4911,G5020,S,1321949,0,+41.6997531,-087.6376994,34.04837370342638,-1.4897210212649064,0.43566612116310954,60.86903137789904,14229760.524865327,10614.972611868321,0.0007459698702110647,0.0,0.0
17,031,491000,17031491000,4910,Census Tract 4910,G5020,S,1277974,0,+41.6997625,-087.6280536,32.78808618464714,-2.1683093722449023,0.4930003420953194,59.191249117854625,13756478.672173908,0.0,0.0,0.0,0.0
17,031,730700,17031730700,7307,Census Tract 7307,G5020,S,988114,0,+41.7030817,-087.6500793,34.18770930834745,-1.517445491825115,0.43712154645000284,59.43880326382593,10636272.067257557,13461.683988338646,0.0012656393051263485,0.0,0.0
17,031,730600,17031730600,7306,Census Tract 7306,G5020,S,1007256,0,+41.7106003,-087.6504857,34.80731611893917,-1.2493429524985682,0.41683300569072457,61.99101527403414,10842275.444637468,13870.41375606312,0.0012792899264446702,0.0,0.0
17,031,490700,17031490700,4907,Census Tract 4907,G5020,S,639811,0,+41.7107339,-087.6283617,33.3888046378723,-0.3944733387586051,0.43065121287593444,61.58798882681564,6887075.219251733,0.0,0.0,0.0,0.0
17,031,730500,17031730500,7305,Census Tract 7305,G5020,S,1317608,0,+41.7142653,-087.6381377,33.93103256496108,-0.9225176083703235,0.42888204685626313,60.72826086956522,14182992.014989585,29789.071136738436,0.0021003375807625954,0.0,0.0
17,031,520600,17031520600,5206,Census Tract 5206,G5020,S,1089377,0,+41.6895204,-087.5404000,33.66491055446015,-1.9532052268619808,0.38263821037454254,61.957357859531776,11726579.594296725,0.0,0.0,0.0,0.0
17,031,520500,17031520500,5205,Census Tract 5205,G5020,S,1050138,0,+41.6931158,-087.5308719,35.05563023466086,-1.4269907232044257,0.38697549096751555,63.94893617021277,11297697.623548932,0.0,0.0,0.0,0.0
17,031,490901,17031490901,4909.01,Census Tract 4909.01,G5020,S,845452,0,+41.6960582,-087.6162677,33.424416623788694,-2.286160606148784,0.4036578753565832,63.19382321618743,9100662.887003984,0.0,0.0,0.0,0.0
17,031,500200,17031500200,5002,Census Tract 5002,G5020,S,2042414,0,+41.7008552,-087.6003086,32.20712144689527,-2.297208975725998,0.33016881930894415,65.66505068312031,21985202.24364337,16797.19871034725,0.000764022933434868,8844.0,1.0
17,031,490902,17031490902,4909.02,Census Tract 4909.02,G5020,S,1196066,0,+41.7032801,-087.6153262,34.28609312961598,-1.6018545266738464,0.3998069840125537,65.15378844711178,12874843.720520247,0.0,0.0,0.0,0.0
17,031,520300,17031520300,5203,Census Tract 5203,G5020,S,958354,0,+41.7011139,-087.5395629,35.09078121765597,-0.5913682649641918,0.3381621117347534,70.1705716963449,10316160.612231974,0.0,0.0,0.0,0.0
17,031,520400,17031520400,5204,Census Tract 5204,G5020,S,725278,0,+41.7030080,-087.5307029,36.16831989216075,-0.5079810279874597,0.3194741594878697,72.48689138576779,7800821.078704443,4344.003343832564,0.0005568648864016779,0.0,0.0
